Wall time,Step,Value
1519808221.716541,0,0.035493943840265274
1519808222.351768,2,0.023970279842615128
1519808222.621428,3,0.017127659171819687
1519808222.89936,4,0.014497892931103706
1519808223.204085,5,0.010330436751246452
1519808223.586156,6,0.009794287383556366
1519808223.975444,7,0.01197282038629055
1519808224.302294,8,0.012858061119914055
1519808224.598102,9,0.006023327354341745
1519808224.868725,10,0.004713262431323528
1519808225.114663,11,0.003887500148266554
1519808225.369349,12,0.00336277368478477
1519808225.619287,13,0.0029906746931374073
1519808226.252859,15,0.0026834658347070217
1519808226.558883,16,0.0023666589986532927
1519808226.814834,17,0.002028562594205141
1519808227.161229,18,0.0016924759838730097
1519808227.443362,19,0.0016750027425587177
1519808227.700582,20,0.0015941045712679625
1519808227.991704,21,0.001265474478714168
1519808228.275026,22,0.0012680913787335157
1519808228.536427,23,0.001058305031619966
1519808228.825342,24,0.0009275881457142532
1519808229.08012,25,0.0009586502565070987
1519808229.581668,27,0.0007907782564871013
1519808230.182856,29,0.0008409183355979621
1519808230.4116,30,0.0013868740061298013
1519808230.804223,32,0.0012864612508565187
1519808230.99921,33,0.0014050910249352455
1519808231.200278,34,0.002705823630094528
1519808231.426117,35,0.0019887445960193872
1519808231.643402,36,0.001343477051705122
1519808231.844698,37,0.0016132652526721358
1519808232.069229,38,0.0020683605689555407
1519808232.278002,39,0.00445860018953681
1519808232.474458,40,0.00499103544279933
1519808232.675391,41,0.0025092042051255703
1519808232.859867,42,0.002659396966919303
1519808233.266721,44,0.0019680391997098923
1519808233.471418,45,0.0025967038236558437
1519808233.686915,46,0.001614740351215005
1519808233.88699,47,0.0014982970897108316
1519808234.10021,48,0.0014503548154607415
1519808234.284422,49,0.0014476659707725048
1519808234.693924,51,0.0016712810611352324
1519808235.110112,53,0.0014885948039591312
1519808235.309263,54,0.0013700977433472872
1519808235.501005,55,0.0014640339650213718
1519808235.694675,56,0.0013334954855963588
1519808235.890548,57,0.0015709447907283902
1519808236.090928,58,0.0016733836382627487
1519808236.280646,59,0.0021988048683851957
1519808236.484804,60,0.0015201244968920946
1519808236.670865,61,0.0016761728329584002
1519808236.870516,62,0.001548543106764555
1519808237.070599,63,0.0013769916258752346
1519808237.257175,64,0.001523008686490357
1519808237.454904,65,0.002319552469998598
1519808237.649919,66,0.001648057484999299
1519808237.865848,67,0.0015254325699061155
1519808238.055145,68,0.0022025173529982567
1519808238.249063,69,0.002625205321237445
1519808238.460612,70,0.0030322258826345205
1519808238.665484,71,0.004476304166018963
1519808238.850318,72,0.00465570529922843
1519808239.031892,73,0.0025142813101410866
1519808239.213897,74,0.0026531219482421875
1519808239.393016,75,0.0023819170892238617
1519808239.567994,76,0.0017310562543570995
1519808239.746676,77,0.0017199382418766618
1519808239.923602,78,0.002033164259046316
1519808240.14467,79,0.0017582401633262634
1519808240.339638,80,0.0018585342913866043
1519808240.523318,81,0.00196565012447536
1519808240.72402,82,0.0023039530497044325
1519808240.903497,83,0.002031359588727355
1519808241.102076,84,0.0022854784037917852
1519808241.287583,85,0.0017016478814184666
1519808241.661668,87,0.0026451305020600557
1519808241.84642,88,0.0023939351085573435
1519808242.024916,89,0.0021966176573187113
1519808242.227992,90,0.00203672400675714
1519808242.452184,91,0.0017489964375272393
1519808242.673343,92,0.002417843323200941
1519808243.434345,94,0.002937426557764411
1519808243.699934,95,0.0024682357907295227
1519808243.973217,96,0.0024556841235607862
1519808244.258347,97,0.0029187758918851614
1519808244.531476,98,0.0026395076420158148
1519808245.311248,100,0.0034413281828165054
1519808245.559044,101,0.0030925830360502005
1519808246.061577,102,0.003412265097722411
1519808246.814802,104,0.003683270886540413
1519808247.089387,105,0.0032528452575206757
1519808247.345721,106,0.0046065556816756725
1519808247.59639,107,0.0039255996234714985
1519808247.817872,108,0.0032174228690564632
1519808248.043416,109,0.004122490528970957
1519808248.274433,110,0.004134555347263813
1519808248.477294,111,0.004001444671303034
1519808248.673176,112,0.003895597066730261
1519808248.906991,113,0.004029487259685993
1519808249.109585,114,0.0051522389985620975
1519808249.32714,115,0.0044233789667487144
1519808249.537256,116,0.004628231283277273
1519808249.984967,118,0.0042415158823132515
1519808250.454819,120,0.004204133991152048
1519808250.675683,121,0.00380035606212914
1519808250.906126,122,0.004770944360643625
1519808251.109544,123,0.006330567877739668
1519808251.320981,124,0.00518112163990736
1519808251.51892,125,0.004953162278980017
1519808251.725844,126,0.0052330102771520615
1519808251.927763,127,0.0044688391499221325
1519808252.344975,129,0.005324870813637972
1519808252.775906,131,0.005109420511871576
1519808252.98903,132,0.005774675868451595
1519808253.189383,133,0.006064548157155514
1519808253.40387,134,0.005562902428209782
1519808253.6471,135,0.0053083100356161594
1519808254.132454,137,0.005504687316715717
1519808254.35386,138,0.005685680545866489
1519808254.64793,139,0.005366182886064053
1519808254.949799,140,0.006266624666750431
1519808255.24666,141,0.00679155346006155
1519808255.571482,142,0.006663291249424219
1519808255.825883,143,0.006897556595504284
1519808256.09215,144,0.0053858631290495396
1519808256.362077,145,0.00749403890222311
1519808256.680645,146,0.006147192791104317
1519808256.997361,147,0.0064691174775362015
1519808257.296415,148,0.006734378635883331
1519808257.621193,149,0.007311604917049408
1519808257.857432,150,0.007611567620187998
1519808258.159681,151,0.006337324157357216
1519808258.751398,153,0.006825821474194527
1519808259.038627,154,0.007424090523272753
1519808259.361079,155,0.008158465847373009
1519808259.655647,156,0.008245011791586876
1519808260.009551,157,0.007838591933250427
1519808260.295442,158,0.007905727252364159
1519808260.6513,159,0.008471126668155193
1519808260.977946,160,0.007987640798091888
1519808261.347168,161,0.007822808809578419
1519808261.666436,162,0.007872226648032665
1519808261.956984,163,0.008648683317005634
1519808262.244876,164,0.008101160638034344
1519808262.547697,165,0.007484557572752237
1519808262.80531,166,0.008367541246116161
1519808263.141711,167,0.008921356871724129
1519808263.435233,168,0.007800114806741476
1519808263.785058,169,0.008018150925636292
1519808264.154001,170,0.008672592230141163
1519808264.792351,172,0.009586883708834648
1519808265.133663,173,0.008381168358027935
1519808265.451955,174,0.00833213236182928
1519808265.911361,175,0.007945718243718147
1519808266.264685,176,0.009986456483602524
1519808266.654151,177,0.00941281858831644
1519808266.94097,178,0.007704233285039663
1519808267.420123,179,0.008034964092075825
1519808267.751728,180,0.008786237798631191
1519808268.101912,181,0.00914702843874693
1519808268.450258,182,0.009068741463124752
1519808268.770321,183,0.008656985126435757
1519808269.164116,184,0.008404342457652092
1519808269.527877,185,0.008714841678738594
1519808269.856057,186,0.007879535667598248
1519808270.244687,187,0.0078121996484696865
1519808270.61651,188,0.009004496037960052
1519808271.035186,189,0.009358658455312252
1519808271.422567,190,0.008258682675659657
