Wall time,Step,Value
1519814545.731641,3,0.11593873798847198
1519814546.097197,5,0.08475027978420258
1519814546.428014,7,0.022830603644251823
1519814546.591198,8,0.01723742112517357
1519814546.754035,9,0.01471602451056242
1519814546.935145,10,0.014183157123625278
1519814547.260077,12,0.01620149239897728
1519814548.093904,17,0.01142988633364439
1519814548.427959,19,0.008915642276406288
1519814548.748794,21,0.00945772510021925
1519814549.24785,24,0.011100007221102715
1519814549.405249,25,0.006637725047767162
1519814549.732747,27,0.006597721017897129
1519814550.041638,29,0.010301503352820873
1519814550.859468,34,0.011259552091360092
1519814551.023768,35,0.012112145312130451
1519814551.165925,36,0.009390637278556824
1519814551.311282,37,0.01071543712168932
1519814551.471709,38,0.008457930758595467
1519814551.647325,39,0.00678975647315383
1519814551.809826,40,0.00895746797323227
1519814551.978336,41,0.008711901493370533
1519814552.137336,42,0.018164310604333878
1519814552.627959,45,0.011221579276025295
1519814552.801845,46,0.009159902110695839
1519814553.108578,48,0.013862044550478458
1519814553.268757,49,0.014154503121972084
1519814553.601262,51,0.014853411354124546
1519814553.925746,53,0.019794952124357224
1519814554.091706,54,0.007725939154624939
1519814554.403019,56,0.008121304214000702
1519814554.565054,57,0.010461992584168911
1519814554.725701,58,0.009122326970100403
1519814554.868126,59,0.009305214509367943
1519814556.628347,70,0.006250324659049511
1519814556.785559,71,0.005990693811327219
1519814557.115024,73,0.004720061086118221
1519814557.757147,77,0.009615096263587475
1519814558.414124,81,0.005067887715995312
1519814558.574886,82,0.005381729919463396
1519814558.735764,83,0.008406741544604301
1519814558.904805,84,0.006001873407512903
1519814559.073149,85,0.007042908109724522
1519814559.378711,87,0.004351457115262747
1519814559.549943,88,0.0041831061244010925
1519814559.881063,90,0.008148245513439178
1519814560.02844,91,0.009153610095381737
1519814560.187117,92,0.0048040468245744705
1519814561.905677,95,0.004686256870627403
1519814562.386684,98,0.0024794507771730423
1519814562.902422,101,0.005434777121990919
1519814563.069231,102,0.00510672852396965
1519814563.541243,105,0.002384489867836237
1519814563.701203,106,0.0025058574974536896
1519814563.872392,107,0.00241488148458302
1519814564.035561,108,0.0016654620412737131
1519814564.896244,113,0.0017928495071828365
1519814565.060951,114,0.0019318617414683104
1519814565.401868,116,0.0020323749631643295
1519814566.526479,122,0.0011970896739512682
1519814566.695999,123,0.001856758608482778
1519814566.890322,124,0.0010421251645311713
1519814567.271794,126,0.002697491552680731
1519814567.748162,129,0.06108773872256279
1519814568.192077,132,0.02789672277867794
1519814568.335705,133,0.03426114097237587
1519814568.629894,135,0.045376501977443695
1519814569.092719,138,0.040434084832668304
1519814569.242435,139,0.042181797325611115
1519814569.388838,140,0.022776653990149498
1519814569.704776,142,0.03413228690624237
1519814570.3052,146,0.015622527338564396
1519814570.447466,147,0.03193880617618561
1519814570.9201,150,0.022733580321073532
1519814571.69663,155,0.01780722104012966
1519814571.989306,157,0.01506307628005743
1519814572.278876,159,0.011314480565488338
1519814572.423613,160,0.01735829934477806
1519814572.563288,161,0.027162952348589897
1519814573.321408,166,0.013891138136386871
1519814573.461756,167,0.01404674630612135
1519814573.769327,169,0.01707625761628151
1519814573.922465,170,0.016058191657066345
1519814574.547265,174,0.016090737655758858
1519814574.697879,175,0.016802478581666946
1519814574.84788,176,0.020161127671599388
1519814575.311148,179,0.016954585909843445
1519814575.460489,180,0.0128837451338768
1519814575.608932,181,0.01563960500061512
1519814575.754138,182,0.014604955911636353
1519814576.048745,184,0.016082558780908585
1519814576.195657,185,0.014440786093473434
1519814576.336094,186,0.015540795400738716
1519814576.481019,187,0.01389324851334095
1519814576.626506,188,0.015023620799183846
1519814576.777745,189,0.015167215839028358
1519814577.227127,192,0.01877967081964016
1519814577.391171,193,0.013958459720015526
1519814577.542067,194,0.012976775877177715
1519814577.838059,196,0.012608847580850124
1519814578.123403,198,0.014002337120473385
1519814578.263063,199,0.01431738119572401
1519814578.403413,200,0.019213147461414337
1519814578.54473,201,0.018571224063634872
1519814579.033289,204,0.014149853028357029
1519814579.177316,205,0.018969489261507988
1519814579.486386,207,0.015801893547177315
1519814579.921453,210,0.014923281036317348
1519814580.078239,211,0.013154610991477966
1519814580.650766,215,0.014734378084540367
1519814581.106113,218,0.014493175782263279
1519814581.252819,219,0.014916453510522842
1519814581.39496,220,0.01875114068388939
1519814581.538895,221,0.012310899794101715
1519814581.700428,222,0.014914150349795818
1519814581.845173,223,0.02920234389603138
1519814582.004451,224,0.017451200634241104
1519814582.438614,227,0.030427729710936546
1519814582.749092,229,0.013579538092017174
1519814582.912162,230,0.016020124778151512
1519814583.078061,231,0.011846092529594898
1519814583.368782,233,0.010173233225941658
1519814583.682015,235,0.015612696297466755
1519814583.830498,236,0.012500571087002754
1519814583.994697,237,0.011233016848564148
1519814584.144043,238,0.010875465348362923
1519814584.580346,241,0.010074878111481667
1519814584.743815,242,0.007982387207448483
1519814584.891557,243,0.008108602836728096
1519814585.196429,245,0.015116090886294842
1519814585.528172,247,0.013285822235047817
1519814586.106943,251,0.011496593244373798
1519814586.397044,253,0.013992608524858952
1519814587.426254,260,0.010331559926271439
1519814587.710815,262,0.009702268056571484
1519814588.00406,264,0.01254129596054554
1519814589.451935,274,0.010038322769105434
